asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B007X6FFLS,Samsung,Samsung a157 GoPhone (AT&T),https://www.amazon.com/Samsung-a157-GoPhone-AT-T/dp/B007X6FFLS,https://m.media-amazon.com/images/I/71Y+FpZYcFL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B007X6FFLS,305,,Valli LaMar,5,6/21/2012,FALSE,4-1/2 years!,"I have had this model phone for 4-1/2 years and only now the battery is beginning to fail. FANTASTIC little phone that doesn't drop calls, can stick in a pocket or purse easily, does exactly what it is supposed to do at an unbeatable price. Refill for $100 and get a bonus $5.",,15.06,3,Female,YES,Sat,Morning,2
B008FRL6VC,Samsung,Samsung Convoy 2 U660 Verizon CDMA Flip Cell Phone - Black,https://www.amazon.com/Samsung-Convoy-U660-Verizon-Phone/dp/B008FRL6VC,https://m.media-amazon.com/images/I/61c9H02nTeL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B008FRL6VC,18,,S. Chan,5,10/3/2007,FALSE,simply great!,"Easy to use features, slim in size at a very good price. It is better compare to my exsiting T-Mobile prepaid phone. I called from a landline to both phones and the at& t picked up within 13 seconds while the T-Mobile at 25 sec or most of the time, just jumped to my voice mail only. I highly recommend at&t.",,20.69,2.45,Female,YES,Sat,Morning,4
B008LXDCMQ,Samsung,New Sprint Samsung Replenish M580 No Contract CDMA QWERTY Android Smartphone,https://www.amazon.com/Samsung-Replenish-M580-Contract-Smartphone/dp/B008LXDCMQ,https://m.media-amazon.com/images/I/81ctewG-ioL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B008LXDCMQ,23,,SlashMaster1,5,9/25/2007,FALSE,More than great,"This phone is great. Simple to use, great battery life, always has a strong signal and AT&T has a great pay-as-you go plan. I'm happy.",,17.78,3.27,Male,YES,Sat,Morning,2
B008P2SUEI,Samsung,Samsung Entro Mobile Phone Black | Virgin Mobile,https://www.amazon.com/Samsung-Entro-Mobile-Phone-Virgin/dp/B008P2SUEI,https://m.media-amazon.com/images/I/41GWX3zjrRL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B008P2SUEI,164,$189.95 ,Sirni,4,2/13/2008,FALSE,motorola c168i,It is just a basic phone and is an effective phone for people who do not need a lot of features. The size is good.,,24.06,3.6,Male,YES,Sat,Morning,3
B008PAW5EQ,Samsung,"Samsung U365 Gusto 2 Prepaid Phone (Verizon Wireless, Prepaid)",https://www.amazon.com/Samsung-Gusto-Prepaid-Verizon-Wireless/dp/B008PAW5EQ,https://m.media-amazon.com/images/I/71KNeSQtVfL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B008PAW5EQ,73,,Carolyn V. Nettleship,4,7/19/2008,FALSE,Good little phone,"this is a good little inexpensive phone - basic, but that's what I wanted! Just a phone for my pay as you go plan!",,16.31,2,Male,YES,Sat,Morning,3
B0096DERAG,Motorola,Motorola MC75A Hand Held Computer Windows Mobile 6.5 MC75A8-PYFSWQRA9WR,https://www.amazon.com/Motorola-Computer-Windows-Mobile-MC75A8-PYFSWQRA9WR/dp/B0096DERAG,https://m.media-amazon.com/images/I/51tGSJTIQmL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,1,https://www.amazon.com/product-reviews/B0096DERAG,1,,PortlandHome,5,10/29/2010,FALSE,Great phone,"I almost never write reviews for anything, but this stupid little cheap phone has proven so reliable and indestructible that I just had to say something. I bought this phone at least 3 (maybe 4) years ago, after two ""fancy"" (expensive) flip phones each lasted less than a year before falling apart. My goal was not to buy a phone that would last 4 years (I didn't expect any phone would) and certainly was not to buy a $20 phone that would last 4 years. My goal was just not to spend $150 on another phone. I hoped it might last 6 months, until I decided what to do next (change service providers, get a new contract with a free phone, etc.) To my surprise, this little brick of a phone just keeps going. It has not been treated lightly (I recently opened up the back to find the serial #, and found it full of dirt & dust). It has crashed with me skiing, been splashed with salt water while sailing, and been drenched in sweat while in my bike jersey. Still, it works. Complaints: I dearly wish it had a camera, even a crappy one. Sometimes the exposed buttons get pressed accidentally. It has no fancy features. But I'm going to buy another one-- just in case this one ever quits. UPDATE 1/1/12: This phone is still going. 5+ years now. I bought this phone when the first-generation iPhone came out. Four generations of iPhone later, I still don't have one, because this phone has refused to die. Incredible.",,16.93,3.07,Female,YES,Sat,Morning,3
B0096QYH80,Motorola,"Motorola Droid RAZR M XT907 Verizon Wireless, 8GB, White",https://www.amazon.com/Motorola-Droid-RAZR-Verizon-Wireless/dp/B0096QYH80,https://m.media-amazon.com/images/I/71-afm8RuLL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B0096QYH80,485,,Linda,4,5/20/2008,FALSE,Motorola Fan,"I've been using this phone for about three weeks, now, and it truly is a nice little phone. It's small, light, and the keypad and screen really light up...you can actually see the screen in very bright sunlight! It does everything I want a phone to do. The graphics on the web are really very good, although accessing the web is rather slow. The keypad IS quite small, and this could be a problem for most men, but it's perfect for me. The only negative is that it doesn't have speaker phone capability. The battery life is, as the others have said, amazing! As for the person whose wife's phone was dead, it probably was jostled in her purse and was inadvertently turned on. I prefer bar phones to any other kind (not sure why), and one of the first things I learned was to lock the keypad whenever I put it in my purse, in my pocket, or any other place where it would be possible for the phone to be accidentally turned on. It's a simple matter of pushing two keys to turn on the lock or to shut it off, and sure saves a lot of battery life.",,18.69,2.31,Male,YES,Sat,Morning,3
B009ZC91AY,Nokia,Nokia Lumia 920 32GB Unlocked 4G LTE Windows Smartphone w/ PureView Technology 8MP Camera - Black,https://www.amazon.com/Nokia-Unlocked-Smartphone-PureView-Technology/dp/B009ZC91AY,https://m.media-amazon.com/images/I/81jZZlkG97L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B009ZC91AY,147,$89.00 ,Big Cadillac,5,6/7/2009,FALSE,Perfect Bare-Bones and Practically Indestructible Phone!,"I have had the C168i for two years as a replacement for a different phone I broke. Note that it is a ""goPhone"" but you can use any monthly ATT service with it just by putting your SIM card in. My friends make fun of me for my boring looking phone, but they have since gone through 4-5 $150-200 phones while my $20 ""crap"" phone is still going and going... This phone is perfect for someone who doesn't need a camera, videos, bell and whistles stuff, but wants a sturdy reliable phone with a long battery life. It is also very inexpensive. Also, I attest to the main review that this phone is a ""TERMINATOR"" phone, meaning it is EXTREMELY resistant to almost all forms of physical harm. I have never tried soaking it in water, but I have dropped it, thrown it, scraped it, kicked it etc. and the screen and battery are still perfectly functional. Great battery life as well. My battery has NEVER run out on me. EVER! And I am super-negligent when it comes to charging it. Of course, the phone really only has normal calling and basic texting. The only complaint I would make is that entering new contacts into the address book is somewhat difficult and counter-intuitive until you learn how to do it. You won't regret buying this phone.",,31.27,5,Male,YES,Sat,Morning,3
B00A408AF8,Samsung,"Samsung Galaxy Express, Gray 8GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Express-Gray-8GB/dp/B00A408AF8,https://m.media-amazon.com/images/I/816B5o+yZkL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B00A408AF8,8,$389.28 ,Mario C,4,8/23/2007,FALSE,Solid phone,"Well, my phone that came with my service plan is.. well.. its now a paper weight (darn razrs!!) I didnt want to spend another 100+ on a phone that wil just break, then i stumbled upon these gophones, they are from 19.99-99.99 at best buy and work perfectly with my AT&T monthly subscription SIM card, so its just a crazy cheap phone. The battery life is AMAZING, its rated 9 hours, when i first bought it i opened it in the store and turned it on, it had 1 bar. It wasnt for another 3 hours untill i got home to charge it, and it still had the same 1 bar of battery life. I also talked a good 25 minutes too. VERY durable, i love the battery back, its not one of those slide ones (like some Sony phones), and its not one where you just push a button (like the RAZR). its a combination, you press the butten and then slide, it works REALLY WELL so there is very little chance you will break/lose the cover. came preloaded with 3 games for me, this cool space invader style game, a soccer game, and this weird mole game that is my personal favorite. Came with a TON of actually decent tones you can set as your ringtone.. unlike the RAZR which came with a horrid selection. it also came with an unactivated brand new sim card. so if your like me and you just bought this phone so you can put your old sim card into it, you will get a bonus sim card that you can sell on craigslist for like 10-15 dollars, seeing that it came with one of the new 3G cards. my only real complaint is that the keypad is really cramped, but its still easily usable, but you still get the feeling that its cramped, and my phone only came with 3 preloaded images to set as my wallpaper, and at times the call quality is a little shakey, but it rarely happens and when it does it goes away very fast... but for 30 dollars! thats a fraction of a price than the cheapest upgrade service plan phone. ---- I really doubt anybody will actually read this edit, but it is definitely worth a mention. I have had this phone since august (its Feb. 11). I hope dropped it countless times, this phone WILL NOT BREAK. Seriously, I've tried. I take horible care of this phone. I wanted to test its durability (and show off to my friends that my 20 dollar phone is more durable than your 5,000,000,000 dollar one) As demonstrations I've thrown it at trees, walls, concrete sidewalk, I've thrown it in the snow... hell I've even tossed it on the concrete and invited my friends to join me in a game of soccer with it. No joke. I didn't just do this once, but several, several times. The worst that has happened to it is the battery-cover snapped off and the battery fell out, all I had to do was put the battery back in, snap on the cover and turn the phone on. After about 4 months of treating it like that I did the same thing, actually just today (Feb. 11th). I chucked it at the concrete ground, the battery/battery cover flew off (as usual) but to my surprise when I turned it on I had a small black bar through the screen, but even more surprising is that it still works perfectly, everything does. It amazes me how poorly I've taken care of this phone, if I had done even 1/16th of the things I did to this phone to my old RAZR I can assure you it would have snapped in half or something. I highly recommend this phone. I'm going to buy another one soon, heck I might even pick up 2 one for an emergency replacement.",,16.04,2.24,Male,YES,Sat,Morning,3
B00A7F57EM,Nokia,Nokia Lumia 822 16GB Windows Phone Black - Verizon,https://www.amazon.com/Nokia-Lumia-Windows-Phone-Black/dp/B00A7F57EM,https://m.media-amazon.com/images/I/81jxGoYUWTL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00A7F57EM,62,,Love Gadgets,3,10/29/2007,FALSE,Great disposible phone?,"I got this phone based on a recommendation from AT&T :( silly me. I wanted a back up phone my wife could use in case her other phone failed to turn on (also a motorola different model almost 5x price). They recommend this phone because of it's low cost and it's a go phone so you only pay for minutes you use. I bought the phone and loved it. It was very low cost, came with airtime. It feels very solid, except for the battery cover which seems flimsy but seems to hold up with no problems. It had what I felt as good sound quality and a good number of features for such a low cost phone. I wanted to prep the battery since my wife was going to travel soon, so I left it powered on and would constantly press a button so the light would stay on and drain the battery. The display is amazingly bright, I could almost use it as a flashlight. I was also really surprised at the battery life. Anyhow after two cycles of draining the battery and then charging it to full, I figured it would be all set to use as an emergency phone for my wife who was going on a two week business trip. Wrong :( on the last day of her trip her main cell phone battery was low so she decided to try to use the back up phone. It wouldn't turn on :( I don't know if it was due to the xray machines at the airports or what but the battery was drained. She said she never turned it on at all until that day so maybe it got turned on accidently in her purse (phone turns on by pressing a button on the front for 4 or 5 seconds). Anyhow to make matters worse the AT&T rep also said I could also use it as a main phone by transfering the SIM. Nope didn't work either, I was on the older AT&T plan so I had to be migrated. Atleast the phone didn't cost too much. I figure I can still keep it as an emergency 911 phone too (Go phone minutes expire :( which the AT&T rep didn't tell me about). And it does look pretty good as a paper weight.",,17.46,2.54,Male,YES,Sun,Morning,2
